****Estoy modificando un archivo de texto, en este caso, a trav√©s de nano desde la consola de ubuntu

dir	descrip	tam dir
 Directorio de D:\TDC_RARCIERRE2011\Reactivas	" 3 archivos        111,811 bytes"	0.000
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books\Doc Regulatorios	" 1 archivos        111,344 bytes"	0.000
 Directorio de D:\Mis documentos\Mis im†genes\nva	" 1 archivos        110,832 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\Segmentaci¢n Final\Propuesta 2\1 AsalConN¢mina	" 1 archivos        110,789 bytes"	0.000
 Directorio de D:\RAR\Ajustes	" 4 archivos        109,568 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\SC	"12 archivos        108,178 bytes"	0.000
 Directorio de D:\GDrive\BoletoAEROMEX	" 1 archivos        107,931 bytes"	0.000
 Directorio de D:\BHS Transaccional\preliminares	" 2 archivos        107,927 bytes"	0.000
 Directorio de D:\TDC2014\TSM\Entrega Espa§a	" 5 archivos        107,926 bytes"	0.000
 Directorio de D:\Par†metros Estimaci¢n 2012\TDCNegocio\Cat†logos TDC Negocio	" 5 archivos        107,008 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Automatizaci¢n\Calib(Claudia)	" 2 archivos        106,628 bytes"	0.000
 Directorio de D:\GDrive\hdtracks	" 1 archivos        106,413 bytes"	0.000
 Directorio de D:\Calibraciones2012\Nuevo Modelo\Proyecto\C¢digos	"12 archivos        106,385 bytes"	0.000
 Directorio de D:\TDC2014\TSM\C¢digos UAIR	" 1 archivos        106,056 bytes"	0.000
 Directorio de D:\ArreglaScorecards\Ej.Segmentaci¢nHerr	" 3 archivos        105,984 bytes"	0.000
 Directorio de D:\GDrive\ArreglaScorecards\Ej.Segmentaci¢nHerr	" 3 archivos        105,984 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue\StartPage	"12 archivos        105,389 bytes"	0.000
 Directorio de D:\Financiera\CARTERA SEMANAL	" 2 archivos        105,273 bytes"	0.000
 Directorio de D:\RAR3\usr_samuel	" 3 archivos        104,813 bytes"	0.000
 Directorio de D:\Negocio2011\Requerimientos	" 5 archivos        104,413 bytes"	0.000
 Directorio de D:\Financiera\REESTRUCTURAS	" 3 archivos        103,424 bytes"	0.000
 Directorio de D:\RAR2010\Empresas\2009\C¢digos	" 5 archivos        103,202 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\CATALOGOS 2006	" 4 archivos        102,400 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\contingencia\Nueva carpeta\CATALOGO_2006	" 4 archivos        102,400 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\antig	" 2 archivos        101,888 bytes"	0.000
 Directorio de D:\Negocio2011\Proyecto	" 2 archivos        101,341 bytes"	0.000
 Directorio de D:\Par†metros Estimaci¢n 2012\Hipotecario	" 1 archivos         99,840 bytes"	0.000
 Directorio de D:\Presentaci¢n_Nov2011\consumo	" 2 archivos         99,840 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple\StartPage	"12 archivos         98,737 bytes"	0.000
 Directorio de D:\RAR\nx	" 2 archivos         98,506 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\N¢mina	" 2 archivos         97,737 bytes"	0.000
 Directorio de D:\Bancarias2011\2010\codigos\LGD	" 5 archivos         96,897 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\casos_raros sev	" 2 archivos         96,768 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\h2o\2010	" 3 archivos         95,830 bytes"	0.000
 Directorio de D:\RAR3\curvas_sev	" 3 archivos         94,208 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange\StartPage	"12 archivos         93,883 bytes"	0.000
 Directorio de D:\B\Reconstruccion Hipotecaria Nov\UAIR	" 3 archivos         93,837 bytes"	0.000
 Directorio de D:\Reconstruccion Hipotecaria Nov\UAIR	" 3 archivos         93,837 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\S3\Macros Nayeli s3	" 7 archivos         93,743 bytes"	0.000
 Directorio de D:\GDrive\ALLIANZ_OptiMaxx\Dic14	" 3 archivos         93,287 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones BHS TSA\validaciones	" 1 archivos         93,184 bytes"	0.000
 Directorio de D:\GDrive\comprobantes_pensiones\MAS	" 4 archivos         92,504 bytes"	0.000
 Directorio de D:\Plan de Estudios\Series de Tiempo	" 1 archivos         92,219 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\impactos	" 4 archivos         92,160 bytes"	0.000
 Directorio de D:\GDrive\comprobantes_pensiones\HGN	" 4 archivos         91,914 bytes"	0.000
 Directorio de D:\Negocio2012\R	" 3 archivos         91,910 bytes"	0.000
 Directorio de D:\RAR3_2012\PD\Codigos finales\enviados	" 3 archivos         91,880 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\Lista de BBDD	" 3 archivos         91,846 bytes"	0.000
 Directorio de D:\Finanzia2011\2011\LGD	" 3 archivos         91,136 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\Transferencias\MAS_TDC_INBURSA	" 1 archivos         90,829 bytes"	0.000
 Directorio de D:\RAR3_2012\CCFs\Adriana\Salidas	" 8 archivos         90,515 bytes"	0.000
 Directorio de D:\Calibraciones Consumo 2013\C¢digos	" 6 archivos         89,928 bytes"	0.000
 Directorio de D:\Pruebas EstrÇs Empresas\param_stress	" 2 archivos         89,600 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\impactos	" 5 archivos         89,153 bytes"	0.000
 Directorio de D:\Bancarias2012\Proyecto\C¢digos	"13 archivos         88,505 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\Nespresso	" 1 archivos         88,192 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Resultados\Tablas Documentaci¢n	" 2 archivos         88,054 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Documentos\costos	" 3 archivos         87,552 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones Reactivas\Alex\3. Excel Finanzia\textos\fza4	"15 archivos         86,922 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\QC	" 9 archivos         86,363 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CambioHerr\Proyecto	" 2 archivos         86,101 bytes"	0.000
 Directorio de D:\Par†metros Estimaci¢n 2014	" 1 archivos         85,540 bytes"	0.000
 Directorio de D:\RAR2010\TS\C¢digos finales	" 5 archivos         84,970 bytes"	0.000
 Directorio de D:\Financiera_Ayudamos\2012\Impactos	" 3 archivos         83,968 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\ACEspa§a\Env°o a CNBV	" 1 archivos         83,700 bytes"	0.000
 Directorio de D:\RAR\Documentos\2009\Finanzia nunca activas	" 2 archivos         83,456 bytes"	0.000
 Directorio de D:\Venta Carter TDC Consumo Abr15\Bases Valuaci¢n\May15\Escenarios	" 1 archivos         83,423 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start\js	" 4 archivos         83,350 bytes"	0.000
 Directorio de D:\TDC2014\AC	" 7 archivos         83,025 bytes"	0.000
 Directorio de D:\GrupoInnovaci¢n\Discretizaci¢n	" 3 archivos         82,957 bytes"	0.000
 Directorio de D:\Respaldo Enrique\Gravity Hipoteca\Diccionarios	" 4 archivos         82,513 bytes"	0.000
 Directorio de D:\RAR3\D2	" 1 archivos         82,432 bytes"	0.000
 Directorio de D:\Negocio2010\2010\Empresarial	" 5 archivos         81,920 bytes"	0.000
 Directorio de D:\ArreglaScorecards\Proyecto	" 1 archivos         81,710 bytes"	0.000
 Directorio de D:\GDrive\ArreglaScorecards\Proyecto	" 1 archivos         81,710 bytes"	0.000
 Directorio de D:\Venta de Cartera Hipotecaria\Antecedentes	" 1 archivos         81,564 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\QM	" 9 archivos         81,017 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\QM	" 9 archivos         80,844 bytes"	0.000
 Directorio de D:\Mis documentos\Antiguo\AGENDA MENSAJERO	" 4 archivos         80,371 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\c†psulas cafÇ	" 1 archivos         80,196 bytes"	0.000
 Directorio de D:\Respaldo Jes£s\Estimacion_Final\Entregables	" 8 archivos         80,131 bytes"	0.000
 Directorio de D:\RAR3\AC Y Ajuste Reestructuras	" 2 archivos         79,872 bytes"	0.000
 Directorio de D:\Temporal\scripts	"15 archivos         78,809 bytes"	0.000
 Directorio de D:\RAR2010\Auditoria\PD	" 4 archivos         78,776 bytes"	0.000
 Directorio de D:\Calibraciones2012\Proyecto\C¢digos	"11 archivos         77,928 bytes"	0.000
 Directorio de D:\Pruebas EstrÇs Empresas\R	" 4 archivos         77,626 bytes"	0.000
 Directorio de D:\hipotecas\AC	" 2 archivos         77,577 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\Nueva carpeta\analisis de sensibilidad sobre mun_id\finanzia_resumen	" 2 archivos         77,312 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\BBVA	" 1 archivos         76,602 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Proactivo	" 2 archivos         76,304 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Purple	" 3 archivos         75,326 bytes"	0.000
 Directorio de D:\Plan de Estudios\Optimizaci¢n NumÇrica	" 1 archivos         74,855 bytes"	0.000
 Directorio de D:\RAR2010\Parametr°a Final	" 1 archivos         74,790 bytes"	0.000
 Directorio de D:\Personal hga\comprobantetelmex_abr2012	" 1 archivos         74,763 bytes"	0.000
 Directorio de D:\Temporal\finanzia2011	" 2 archivos         74,752 bytes"	0.000
 Directorio de D:\Personal hga\comprobantegas_abr2012	" 1 archivos         74,747 bytes"	0.000
 Directorio de D:\Negocio2012\R\Subastas(Pcts)	" 3 archivos         74,240 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Orange	" 3 archivos         73,628 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black	" 3 archivos         72,874 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\BHS\Incmpl_IAP en ciclo	" 2 archivos         72,704 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Blue	" 3 archivos         72,689 bytes"	0.000
 Directorio de D:\Personal hga\Comprobantes\SINTEG	" 1 archivos         72,618 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\Poder Discriminante\Reactivas\Resultados	" 1 archivos         71,725 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Skins\Black\StartPage	"12 archivos         71,699 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start\Default	"12 archivos         71,699 bytes"	0.000
 Directorio de D:\Financiera\COSTOS	" 3 archivos         71,168 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\Cat†logos	" 3 archivos         71,168 bytes"	0.000
 Directorio de D:\Par†metros Estimaci¢n 2012\TDCNegocio\Cat†logos MicroNegocio	" 3 archivos         71,168 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\S1\C¢digos HGA	" 4 archivos         70,427 bytes"	0.000
 Directorio de D:\RAR3\Costos\Consumo	" 1 archivos         70,144 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\C¢digos	" 1 archivos         68,637 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones Reactivas\Alex\2. Excel Banco\textos	"15 archivos         68,203 bytes"	0.000
 Directorio de D:\Programas\Foxit Reader\Start\images\ad	" 1 archivos         67,789 bytes"	0.000
 Directorio de D:\Plan de Estudios\C†lculo NumÇrico	" 1 archivos         67,212 bytes"	0.000
 Directorio de D:\hipotecas\Area Recuperacion	" 4 archivos         67,003 bytes"	0.000
 Directorio de D:\Respaldo Enrique\Gravity Hipoteca\Construcci¢n de base de datos	" 2 archivos         66,769 bytes"	0.000
 Directorio de D:\Personal hga\opticontacts	" 3 archivos         66,726 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones Reactivas\Alex\3. Excel Finanzia\textos\fza10	"15 archivos         66,718 bytes"	0.000
 Directorio de D:\Plan de Estudios\Programaci¢n Lineal	" 1 archivos         66,181 bytes"	0.000
 Directorio de D:\Recalibraci¢nCNBV TDC\PD Inactividad	" 2 archivos         66,048 bytes"	0.000
 Directorio de D:\Plan de Estudios\µlgebra Lineal	" 1 archivos         66,027 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\a§opasado\c¢digos perfiles	" 3 archivos         65,535 bytes"	0.000
 Directorio de D:\GravityHipotecasV2\v1\Enrique\Macros SAS	"10 archivos         65,204 bytes"	0.000
 Directorio de D:\Plan de Estudios\An†lisis Multivariado	" 2 archivos         65,094 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\BHS\V3\0. C¢digos	" 2 archivos         64,768 bytes"	0.000
 Directorio de D:\Personal hga\comprobantegas_abr2012\BBVA-Bancomer_files	" 2 archivos         64,444 bytes"	0.000
 Directorio de D:\Personal hga\comprobantetelmex_abr2012\OperacionCBTFServlet_files	" 2 archivos         64,444 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\severidad\PRUEBA_SEV\libref	" 6 archivos         63,488 bytes"	0.000
 Directorio de D:\ArreglaScorecards\RÇplica Segmentaci¢n AISB	" 2 archivos         63,046 bytes"	0.000
 Directorio de D:\GDrive\ArreglaScorecards\RÇplica Segmentaci¢n AISB	" 2 archivos         63,046 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\R\Par†metros Versiones anteriores	" 3 archivos         62,976 bytes"	0.000
 Directorio de D:\Bancarias2012\Proyecto	" 1 archivos         62,907 bytes"	0.000
 Directorio de D:\TDC2014\CCFs\R	" 2 archivos         61,440 bytes"	0.000
 Directorio de D:\Bancarias2012\Validaciones	" 2 archivos         60,928 bytes"	0.000
 Directorio de D:\GpoInnova2014\MatricesTransici¢n	" 1 archivos         60,595 bytes"	0.000
 Directorio de D:\Tr†mites	" 2 archivos         60,416 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\SAS\Datos EG ANOVA Regression y Logistic Regression	" 4 archivos         60,245 bytes"	0.000
 Directorio de D:\Venta Carter TDC Consumo Abr15\Entrega Espa§a	" 2 archivos         60,045 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\C¢digos	" 6 archivos         60,016 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\Poder Discriminante	" 2 archivos         59,926 bytes"	0.000
 Directorio de D:\Financiera_Ayudamos\2012\AC	" 2 archivos         58,368 bytes"	0.000
 Directorio de D:\Personal hga\Real Ba§il	" 1 archivos         58,368 bytes"	0.000
 Directorio de D:\Venta de Cartera\Proyecto	" 1 archivos         57,708 bytes"	0.000
 Directorio de D:\Financiera\Bases SAS\AGO08	" 1 archivos         57,344 bytes"	0.000
 Directorio de D:\Negocio2010\2009\Cat†logos	" 3 archivos         57,344 bytes"	0.000
 Directorio de D:\Par†metros Estimaci¢n 2012\Consumo	" 3 archivos         57,344 bytes"	0.000
 Directorio de D:\Temporal\tdc neg\Reestructuras	" 2 archivos         57,344 bytes"	0.000
 Directorio de D:\hipotecas\Calibraciones	" 3 archivos         57,216 bytes"	0.000
 Directorio de D:\ArreglaScorecards\Respuesta_Admisi¢n	" 1 archivos         56,832 bytes"	0.000
 Directorio de D:\GDrive\ArreglaScorecards\Respuesta_Admisi¢n	" 1 archivos         56,832 bytes"	0.000
 Directorio de D:\TDC2014\CCFs\Proyecto	" 1 archivos         56,115 bytes"	0.000
 Directorio de D:\Calibraciones2012\R\bancarias\Revisi¢nScores	" 3 archivos         55,808 bytes"	0.000
 Directorio de D:\Finanzia2012\Validaciones	" 2 archivos         55,808 bytes"	0.000
 Directorio de D:\Venta Carter TDC Consumo Abr15\Comparaci¢n Ricardo	" 2 archivos         55,049 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\2007\TDC NEGOCIOS\entragable\pd	" 2 archivos         54,784 bytes"	0.000
 Directorio de D:\TDC2014\Calibraciones Reactivas\Alex\3. Excel Finanzia\textos\fza9	"15 archivos         54,484 bytes"	0.000
 Directorio de D:\Plan2010	" 1 archivos         53,760 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera\Resultados\MC	" 6 archivos         53,436 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\MC	" 6 archivos         53,436 bytes"	0.000
 Directorio de D:\CalibracionesHipotecas2014\Parametr°as\PD Media\Anterior	" 2 archivos         53,248 bytes"	0.000
 Directorio de D:\GpoInnova2014\Documento	" 2 archivos         53,072 bytes"	0.000
 Directorio de D:\Respaldo Jes£s\TerceraEstimaci¢n\Entregas	" 2 archivos         52,869 bytes"	0.000
 Directorio de D:\RAR3_2012\PD\Codigos finales	" 4 archivos         52,651 bytes"	0.000
 Directorio de D:\Financiera\2010\arbol_financiera_previo\Resultados\MM	" 6 archivos         52,456 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\personal\Prog	" 6 archivos         52,109 bytes"	0.000
 Directorio de D:\TDC2014\Entrega\C¢digos\Calibraciones Herramientas Reactivas\Banco	"11 archivos         51,260 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\severidad\catalogos	" 4 archivos         51,200 bytes"	0.000
 Directorio de D:\GpoInnova2014\r	" 2 archivos         50,845 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\An†lisisEjesAC\RespuestaEspa§a	" 1 archivos         50,176 bytes"	0.000
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Codigos Finales\LGD	" 9 archivos         50,043 bytes"	0.000
 Directorio de D:\Consumo Cierre 2012\C¢digos LGD	" 9 archivos         50,041 bytes"	0.000
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Arch_docs\Entrega	" 2 archivos         49,664 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\PD	" 3 archivos         49,508 bytes"	0.000
 Directorio de D:\Programacion Lineal	" 1 archivos         49,152 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos\banco\primer escenario	" 3 archivos         49,152 bytes"	0.000
 Directorio de D:\SAS\Negocio2010	" 2 archivos         49,152 bytes"	0.000
 Directorio de D:\Personal hga\scripts	" 6 archivos         49,120 bytes"	0.000
 Directorio de D:\NuevoEjeCalibConsumo2013\Proyecto	" 2 archivos         48,760 bytes"	0.000
 Directorio de D:\Hip\parametr°a 2012	" 1 archivos         48,640 bytes"	0.000
 Directorio de D:\Plan de Estudios\Miner°a de Datos	" 1 archivos         48,178 bytes"	0.000
 Directorio de D:\Plan de Estudios\Redes Neuronales	" 1 archivos         47,799 bytes"	0.000
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Codigos Finales\PD	" 3 archivos         47,684 bytes"	0.000
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\RESULTADOS OK\CCF_OK	" 4 archivos         47,616 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\C¢digos\Poder Discriminante\Reactivas	" 2 archivos         47,392 bytes"	0.000
 Directorio de D:\InfoTDC2012\Reestructuras	" 1 archivos         46,990 bytes"	0.000
 Directorio de D:\Negocio2012\MicroNegocios\R	" 2 archivos         46,592 bytes"	0.000
 Directorio de D:\Bancarias2009\Bancarias2009\c¢digos	" 1 archivos         45,681 bytes"	0.000
 Directorio de D:\Calibraciones TDC 2013\CalibracionesV01_2014\Poder Discriminante\Reactivas\C¢digos	" 2 archivos         45,652 bytes"	0.000
 Directorio de D:\GDrive\ALLIANZ_OptiMaxx\Nov14	" 1 archivos         45,432 bytes"	0.000
 Directorio de D:\Personal hga\Allianz\Traspasos Fondo Deduc\2014	" 1 archivos         45,382 bytes"	0.000
 Directorio de D:\RAR3_2012\An†lisis Ejes AC\Proyecto	" 2 archivos         45,298 bytes"	0.000
 Directorio de D:\Grupo Innovaci¢n 2015\C¢digos Claudia	" 1 archivos         44,963 bytes"	0.000
